Mod:Item:MetaData, Localized Name
thermalfoundation:ore_fluid:1, 油頁岩
thermalfoundation:ore_fluid:2, 不穩定紅石礦
thermalfoundation:ore_fluid:3, 充能地獄岩
thermalfoundation:ore_fluid:4, 諧振終界礦
thermalfoundation:ore_fluid:5, 油砂
thermalfoundation:storage:0, 銅塊
thermalfoundation:storage:1, 錫塊
thermalfoundation:storage:2, 銀塊
thermalfoundation:storage:3, 鉛塊
thermalfoundation:storage:4, 鋁塊
thermalfoundation:storage:5, 鎳塊
thermalfoundation:storage:6, 鉑塊
thermalfoundation:storage:7, 銥塊
thermalfoundation:storage:8, 蘊魔秘銀塊
thermalfoundation:storage_alloy:0, 鋼塊
thermalfoundation:storage_alloy:1, 琥珀金塊
thermalfoundation:storage_alloy:2, 殷鋼塊
thermalfoundation:storage_alloy:3, 青銅塊
thermalfoundation:storage_alloy:4, 康銅塊
thermalfoundation:storage_alloy:5, 信素塊
thermalfoundation:storage_alloy:6, 流明塊
thermalfoundation:storage_alloy:7, 終界金屬塊
thermalfoundation:storage_resource:0, 木炭塊
thermalfoundation:storage_resource:1, 焦炭塊
thermalfoundation:glass:0, 硬化銅玻璃
thermalfoundation:glass:1, 硬化錫玻璃
thermalfoundation:glass:2, 硬化銀玻璃
thermalfoundation:glass:3, 硬化玻璃
thermalfoundation:glass:4, 硬化鋁玻璃
thermalfoundation:glass:5, 硬化鎳玻璃
thermalfoundation:glass:6, 硬化鉑玻璃
thermalfoundation:glass:7, 硬化銥玻璃
thermalfoundation:glass:8, 硬化蘊魔秘銀玻璃
thermalfoundation:glass_alloy:0, 硬化鋼玻璃
thermalfoundation:glass_alloy:1, 硬化琥珀金玻璃
thermalfoundation:glass_alloy:2, 硬化殷鋼玻璃
thermalfoundation:glass_alloy:3, 硬化青銅玻璃
thermalfoundation:glass_alloy:4, 硬化康銅玻璃
thermalfoundation:glass_alloy:5, 硬化信素玻璃
thermalfoundation:glass_alloy:6, 硬化流明玻璃
thermalfoundation:glass_alloy:7, 硬化終界金屬玻璃
thermalfoundation:rockwool:0, 黑色石棉
thermalfoundation:rockwool:1, 紅色石棉
thermalfoundation:rockwool:2, 綠色石棉
thermalfoundation:rockwool:3, 棕色石棉
thermalfoundation:rockwool:4, 藍色石棉
thermalfoundation:rockwool:5, 紫色石棉
thermalfoundation:rockwool:6, 青色石棉
thermalfoundation:rockwool:7, 淺灰色石棉
thermalfoundation:rockwool:8, 灰色石棉
thermalfoundation:rockwool:9, 粉紅色石棉
thermalfoundation:rockwool:10, 淺綠色石棉
thermalfoundation:rockwool:11, 黃色石棉
thermalfoundation:rockwool:12, 淺藍色石棉
thermalfoundation:rockwool:13, 洋紅色石棉
thermalfoundation:rockwool:14, 橙色石棉
thermalfoundation:rockwool:15, 白色石棉
thermalfoundation:wrench:0, 新月錘
thermalfoundation:meter:0, 萬用表
thermalfoundation:upgrade:0, 硬化升級套件
thermalfoundation:upgrade:1, 強化升級套件
thermalfoundation:upgrade:2, 信素升級套件
thermalfoundation:upgrade:3, 諧振升級套件
thermalfoundation:upgrade:33, 強化轉換套件
thermalfoundation:upgrade:34, 信素轉換套件
thermalfoundation:upgrade:35, 諧振轉換套件
thermalfoundation:upgrade:256, 創造轉換套件
thermalfoundation:security:0, 信素安全鎖
thermalfoundation:diagram_redprint, 紅圖
thermalfoundation:tome_lexicon, 鐵匠詞典
thermalfoundation:tome_experience, 知識寶典
thermalfoundation:coin:0, 鐵幣
thermalfoundation:coin:1, 金幣
thermalfoundation:coin:64, 銅幣
thermalfoundation:coin:65, 錫幣
thermalfoundation:coin:66, 銀幣
thermalfoundation:coin:67, 鉛幣
thermalfoundation:coin:68, 鋁幣
thermalfoundation:coin:69, 鎳幣
thermalfoundation:coin:70, 鉑幣
thermalfoundation:coin:71, 銥幣
thermalfoundation:coin:72, 蘊魔秘銀幣
thermalfoundation:coin:96, 鋼幣
thermalfoundation:coin:97, 琥珀金幣
thermalfoundation:coin:98, 殷鋼幣
thermalfoundation:coin:99, 青銅幣
thermalfoundation:coin:100, 康銅幣
thermalfoundation:coin:101, 信素幣
thermalfoundation:coin:102, 流明幣
thermalfoundation:coin:103, 終界金屬幣
thermalfoundation:fertilizer:0, 光合堆肥
thermalfoundation:fertilizer:1, 富集光合堆肥
thermalfoundation:fertilizer:2, 充能光合堆肥
thermalfoundation:bait:0, 水產飼料
thermalfoundation:bait:1, 富集水產飼料
thermalfoundation:bait:2, 軟質水產飼料
thermalfoundation:dye:0, 黑色顏料
thermalfoundation:dye:1, 紅色顏料
thermalfoundation:dye:2, 綠色顏料
thermalfoundation:dye:3, 棕色顏料
thermalfoundation:dye:4, 藍色顏料
thermalfoundation:dye:5, 紫色顏料
thermalfoundation:dye:6, 青色顏料
thermalfoundation:dye:7, 淺灰色顏料
thermalfoundation:dye:8, 灰色顏料
thermalfoundation:dye:9, 粉紅色顏料
thermalfoundation:dye:10, 淺綠色顏料
thermalfoundation:dye:11, 黃色顏料
thermalfoundation:dye:12, 淺藍色顏料
thermalfoundation:dye:13, 洋紅色顏料
thermalfoundation:dye:14, 橙色顏料
thermalfoundation:dye:15, 白色顏料
thermalfoundation:material:0, 鐵粉
thermalfoundation:material:1, 金粉
thermalfoundation:material:16, 鑽石粒
thermalfoundation:material:17, 綠寶石粒
thermalfoundation:material:22, 木齒輪
thermalfoundation:material:23, 石齒輪
thermalfoundation:material:24, 鐵齒輪
thermalfoundation:material:25, 金齒輪
thermalfoundation:material:26, 鑽石齒輪
thermalfoundation:material:27, 綠寶石齒輪
thermalfoundation:material:32, 鐵板
thermalfoundation:material:33, 金板
thermalfoundation:material:64, 銅粉
thermalfoundation:material:65, 錫粉
thermalfoundation:material:66, 銀粉
thermalfoundation:material:67, 鉛粉
thermalfoundation:material:68, 鋁粉
thermalfoundation:material:69, 鎳粉
thermalfoundation:material:70, 鉑粉
thermalfoundation:material:71, 銥粉
thermalfoundation:material:72, 蘊魔秘銀粉
thermalfoundation:material:96, 鋼粉
thermalfoundation:material:97, 琥珀金粉
thermalfoundation:material:98, 殷鋼粉
thermalfoundation:material:99, 青銅粉
thermalfoundation:material:100, 康銅粉
thermalfoundation:material:101, 信素粉
thermalfoundation:material:102, 流明粉
thermalfoundation:material:103, 終界金屬粉
thermalfoundation:material:128, 銅錠
thermalfoundation:material:129, 錫錠
thermalfoundation:material:130, 銀錠
thermalfoundation:material:131, 鉛錠
thermalfoundation:material:132, 鋁錠
thermalfoundation:material:133, 鎳錠
thermalfoundation:material:134, 鉑錠
thermalfoundation:material:135, 銥錠
thermalfoundation:material:136, 蘊魔秘銀錠
thermalfoundation:material:160, 鋼錠
thermalfoundation:material:161, 琥珀金錠
thermalfoundation:material:162, 殷鋼錠
thermalfoundation:material:163, 青銅錠
thermalfoundation:material:164, 康銅錠
thermalfoundation:material:165, 信素錠
thermalfoundation:material:166, 流明錠
thermalfoundation:material:167, 終界金屬錠
thermalfoundation:material:192, 銅粒
thermalfoundation:material:193, 錫粒
thermalfoundation:material:194, 銀粒
thermalfoundation:material:195, 鉛粒
thermalfoundation:material:196, 鋁粒
thermalfoundation:material:197, 鎳粒
thermalfoundation:material:198, 鉑粒
thermalfoundation:material:199, 銥粒
thermalfoundation:material:200, 蘊魔秘銀粒
thermalfoundation:material:224, 鋼粒
thermalfoundation:material:225, 琥珀金粒
thermalfoundation:material:226, 殷鋼粒
thermalfoundation:material:227, 青銅粒
thermalfoundation:material:228, 康銅粒
thermalfoundation:material:229, 信素粒
thermalfoundation:material:230, 流明粒
thermalfoundation:material:231, 終界金屬粒
thermalfoundation:material:256, 銅齒輪
thermalfoundation:material:257, 錫齒輪
thermalfoundation:material:258, 銀齒輪
thermalfoundation:material:259, 鉛齒輪
thermalfoundation:material:260, 鋁齒輪
thermalfoundation:material:261, 鎳齒輪
thermalfoundation:material:262, 鉑齒輪
thermalfoundation:material:263, 銥齒輪
thermalfoundation:material:264, 蘊魔秘銀齒輪
thermalfoundation:material:288, 鋼齒輪
thermalfoundation:material:289, 琥珀金齒輪
thermalfoundation:material:290, 殷鋼齒輪
thermalfoundation:material:291, 青銅齒輪
thermalfoundation:material:292, 康銅齒輪
thermalfoundation:material:293, 信素齒輪
thermalfoundation:material:294, 流明齒輪
thermalfoundation:material:295, 終界金屬齒輪
thermalfoundation:material:320, 銅板
thermalfoundation:material:321, 錫板
thermalfoundation:material:322, 銀板
thermalfoundation:material:323, 鉛板
thermalfoundation:material:324, 鋁板
thermalfoundation:material:325, 鎳板
thermalfoundation:material:326, 鉑板
thermalfoundation:material:327, 銥板
thermalfoundation:material:328, 蘊魔秘銀板
thermalfoundation:material:352, 鋼板
thermalfoundation:material:353, 琥珀金板
thermalfoundation:material:354, 殷鋼板
thermalfoundation:material:355, 青銅板
thermalfoundation:material:356, 康銅板
thermalfoundation:material:357, 信素板
thermalfoundation:material:358, 流明板
thermalfoundation:material:359, 終界金屬板
thermalfoundation:material:512, 紅石伺服器
thermalfoundation:material:513, 紅石接收線圈
thermalfoundation:material:514, 紅石傳輸線圈
thermalfoundation:material:515, 紅石傳導線圈
thermalfoundation:material:640, 工具箱
thermalfoundation:material:656, 鑽頭
thermalfoundation:material:657, 鋸片
thermalfoundation:material:768, 煤粉
thermalfoundation:material:769, 炭粉
thermalfoundation:material:770, 黑曜石粉
thermalfoundation:material:771, 硫磺
thermalfoundation:material:772, 硝石
thermalfoundation:material:800, 鋸末
thermalfoundation:material:801, 壓縮鋸末
thermalfoundation:material:802, 焦炭
thermalfoundation:material:816, 製漿生物質
thermalfoundation:material:817, 豐富的生物質
thermalfoundation:material:818, 製漿生物混合質
thermalfoundation:material:819, 豐富的生物混合質
thermalfoundation:material:832, 松香
thermalfoundation:material:833, 焦油柏油
thermalfoundation:material:864, 爐渣
thermalfoundation:material:865, 富爐渣
thermalfoundation:material:866, 硃砂
thermalfoundation:material:892, 柏油
thermalfoundation:material:893, 不穩定晶籠化合物
thermalfoundation:material:894, 充能晶籠化合物
thermalfoundation:material:895, 諧振終界晶籠化合物
thermalfoundation:material:1024, 熾焱粉
thermalfoundation:material:1025, 凜冰粉
thermalfoundation:material:1026, 清風粉
thermalfoundation:material:1027, 地岩粉
thermalfoundation:material:1028, 元始魔力粉
thermalfoundation:material:2048, 暴雪棒
thermalfoundation:material:2049, 暴雪粉
thermalfoundation:material:2050, 狂風棒
thermalfoundation:material:2051, 狂風粉
thermalfoundation:material:2052, 岩石棒
thermalfoundation:material:2053, 岩石粉
thermalfoundation:geode:0, 元始結晶
thermalfoundation:armor.helmet_copper, 銅頭盔
thermalfoundation:armor.plate_copper, 銅胸甲
thermalfoundation:armor.legs_copper, 銅護腿
thermalfoundation:armor.boots_copper, 銅靴子
thermalfoundation:armor.helmet_tin, 錫頭盔
thermalfoundation:armor.plate_tin, 錫胸甲
thermalfoundation:armor.legs_tin, 錫護腿
thermalfoundation:armor.boots_tin, 錫靴子
thermalfoundation:armor.helmet_silver, 銀頭盔
thermalfoundation:armor.plate_silver, 銀胸甲
thermalfoundation:armor.legs_silver, 銀護腿
thermalfoundation:armor.boots_silver, 銀靴子
thermalfoundation:armor.helmet_lead, 鉛頭盔
thermalfoundation:armor.plate_lead, 鉛胸甲
thermalfoundation:armor.legs_lead, 鉛護腿
thermalfoundation:armor.boots_lead, 鉛靴子
thermalfoundation:armor.helmet_aluminum, 鋁頭盔
thermalfoundation:armor.plate_aluminum, 鋁胸甲
thermalfoundation:armor.legs_aluminum, 鋁護腿
thermalfoundation:armor.boots_aluminum, 鋁靴子
thermalfoundation:armor.helmet_nickel, 鎳頭盔
thermalfoundation:armor.plate_nickel, 鎳胸甲
thermalfoundation:armor.legs_nickel, 鎳護腿
thermalfoundation:armor.boots_nickel, 鎳靴子
thermalfoundation:armor.helmet_platinum, 鉑頭盔
thermalfoundation:armor.plate_platinum, 鉑胸甲
thermalfoundation:armor.legs_platinum, 鉑護腿
thermalfoundation:armor.boots_platinum, 鉑靴子
thermalfoundation:armor.helmet_steel, 鋼頭盔
thermalfoundation:armor.plate_steel, 鋼胸甲
thermalfoundation:armor.legs_steel, 鋼護腿
thermalfoundation:armor.boots_steel, 鋼靴子
thermalfoundation:armor.helmet_electrum, 琥珀金頭盔
thermalfoundation:armor.plate_electrum, 琥珀金胸甲
thermalfoundation:armor.legs_electrum, 琥珀金護腿
thermalfoundation:armor.boots_electrum, 琥珀金靴子
thermalfoundation:armor.helmet_invar, 殷鋼頭盔
thermalfoundation:armor.plate_invar, 殷鋼胸甲
thermalfoundation:armor.legs_invar, 殷鋼護腿
thermalfoundation:armor.boots_invar, 殷鋼靴子
thermalfoundation:armor.helmet_bronze, 青銅頭盔
thermalfoundation:armor.plate_bronze, 青銅胸甲
thermalfoundation:armor.legs_bronze, 青銅護腿
thermalfoundation:armor.boots_bronze, 青銅靴子
thermalfoundation:armor.helmet_constantan, 康銅頭盔
thermalfoundation:armor.plate_constantan, 康銅胸甲
thermalfoundation:armor.legs_constantan, 康銅護腿
thermalfoundation:armor.boots_constantan, 康銅靴子
thermalfoundation:tool.sword_copper, 銅劍
thermalfoundation:tool.shovel_copper, 銅鏟
thermalfoundation:tool.pickaxe_copper, 銅鎬
thermalfoundation:tool.axe_copper, 銅斧
thermalfoundation:tool.hoe_copper, 銅鋤
thermalfoundation:tool.bow_copper, 銅強化弓
thermalfoundation:tool.fishing_rod_copper, 銅釣竿
thermalfoundation:tool.shears_copper, 銅剪刀
thermalfoundation:tool.sickle_copper, 銅鐮刀
thermalfoundation:tool.hammer_copper, 銅錘
thermalfoundation:tool.excavator_copper, 銅開掘鏟
thermalfoundation:tool.shield_copper, 銅盾牌
thermalfoundation:tool.sword_tin, 錫劍
thermalfoundation:tool.shovel_tin, 錫鏟
thermalfoundation:tool.pickaxe_tin, 錫鎬
thermalfoundation:tool.axe_tin, 錫斧
thermalfoundation:tool.hoe_tin, 錫鋤
thermalfoundation:tool.bow_tin, 錫強化弓
thermalfoundation:tool.fishing_rod_tin, 錫釣竿
thermalfoundation:tool.shears_tin, 錫剪刀
thermalfoundation:tool.sickle_tin, 錫鐮刀
thermalfoundation:tool.hammer_tin, 錫錘
thermalfoundation:tool.excavator_tin, 錫開掘鏟
thermalfoundation:tool.shield_tin, 錫盾牌
thermalfoundation:tool.sword_silver, 銀劍
thermalfoundation:tool.shovel_silver, 銀鏟
thermalfoundation:tool.pickaxe_silver, 銀鎬
thermalfoundation:tool.axe_silver, 銀斧
thermalfoundation:tool.hoe_silver, 銀鋤
thermalfoundation:tool.bow_silver, 銀強化弓
thermalfoundation:tool.fishing_rod_silver, 銀釣竿
thermalfoundation:tool.shears_silver, 銀剪刀
thermalfoundation:tool.sickle_silver, 銀鐮刀
thermalfoundation:tool.hammer_silver, 銀錘
thermalfoundation:tool.excavator_silver, 銀開掘鏟
thermalfoundation:tool.shield_silver, 銀盾牌
thermalfoundation:tool.sword_lead, 鉛劍
thermalfoundation:tool.shovel_lead, 鉛鏟
thermalfoundation:tool.pickaxe_lead, 鉛鎬
thermalfoundation:tool.axe_lead, 鉛斧
thermalfoundation:tool.hoe_lead, 鉛鋤
thermalfoundation:tool.bow_lead, 鉛強化弓
thermalfoundation:tool.fishing_rod_lead, 鉛釣竿
thermalfoundation:tool.shears_lead, 鉛剪刀
thermalfoundation:tool.sickle_lead, 鉛鐮刀
thermalfoundation:tool.hammer_lead, 鉛錘
thermalfoundation:tool.excavator_lead, 鉛開掘鏟
thermalfoundation:tool.shield_lead, 鉛盾牌
thermalfoundation:tool.sword_aluminum, 鋁劍
thermalfoundation:tool.shovel_aluminum, 鋁鏟
thermalfoundation:tool.pickaxe_aluminum, 鋁鎬
thermalfoundation:tool.axe_aluminum, 鋁斧
thermalfoundation:tool.hoe_aluminum, 鋁鋤
thermalfoundation:tool.bow_aluminum, 鋁強化弓
thermalfoundation:tool.fishing_rod_aluminum, 鋁釣竿
thermalfoundation:tool.shears_aluminum, 鋁剪刀
thermalfoundation:tool.sickle_aluminum, 鋁鐮刀
thermalfoundation:tool.hammer_aluminum, 鋁錘
thermalfoundation:tool.excavator_aluminum, 鋁開掘鏟
thermalfoundation:tool.shield_aluminum, 鋁盾牌
thermalfoundation:tool.sword_nickel, 鎳劍
thermalfoundation:tool.shovel_nickel, 鎳鏟
thermalfoundation:tool.pickaxe_nickel, 鎳鎬
thermalfoundation:tool.axe_nickel, 鎳斧
thermalfoundation:tool.hoe_nickel, 鎳鋤
thermalfoundation:tool.bow_nickel, 鎳強化弓
thermalfoundation:tool.fishing_rod_nickel, 鎳釣竿
thermalfoundation:tool.shears_nickel, 鎳剪刀
thermalfoundation:tool.sickle_nickel, 鎳鐮刀
thermalfoundation:tool.hammer_nickel, 鎳錘
thermalfoundation:tool.excavator_nickel, 鎳開掘鏟
thermalfoundation:tool.shield_nickel, 鎳盾牌
thermalfoundation:tool.sword_platinum, 鉑劍
thermalfoundation:tool.shovel_platinum, 鉑鏟
thermalfoundation:tool.pickaxe_platinum, 鉑鎬
thermalfoundation:tool.axe_platinum, 鉑斧
thermalfoundation:tool.hoe_platinum, 鉑鋤
thermalfoundation:tool.bow_platinum, 鉑強化弓
thermalfoundation:tool.fishing_rod_platinum, 鉑釣竿
thermalfoundation:tool.shears_platinum, 鉑剪刀
thermalfoundation:tool.sickle_platinum, 鉑鐮刀
thermalfoundation:tool.hammer_platinum, 鉑錘
thermalfoundation:tool.excavator_platinum, 鉑開掘鏟
thermalfoundation:tool.shield_platinum, 鉑盾牌
thermalfoundation:tool.sword_steel, 鋼劍
thermalfoundation:tool.shovel_steel, 鋼鏟
thermalfoundation:tool.pickaxe_steel, 鋼鎬
thermalfoundation:tool.axe_steel, 鋼斧
thermalfoundation:tool.hoe_steel, 鋼鋤頭
thermalfoundation:tool.bow_steel, 鋼強化弓
thermalfoundation:tool.fishing_rod_steel, 鋼釣竿
thermalfoundation:tool.shears_steel, 鋼剪刀
thermalfoundation:tool.sickle_steel, 鋼鐮刀
thermalfoundation:tool.hammer_steel, 鋼錘
thermalfoundation:tool.excavator_steel, 鋼開掘鏟
thermalfoundation:tool.shield_steel, 鋼盾牌
thermalfoundation:tool.sword_electrum, 琥珀金劍
thermalfoundation:tool.shovel_electrum, 琥珀金鏟
thermalfoundation:tool.pickaxe_electrum, 琥珀金鎬
thermalfoundation:tool.axe_electrum, 琥珀金斧
thermalfoundation:tool.hoe_electrum, 琥珀金鋤
thermalfoundation:tool.bow_electrum, 琥珀金強化弓
thermalfoundation:tool.fishing_rod_electrum, 琥珀金釣竿
thermalfoundation:tool.shears_electrum, 琥珀金剪刀
thermalfoundation:tool.sickle_electrum, 琥珀金鐮刀
thermalfoundation:tool.hammer_electrum, 琥珀金錘
thermalfoundation:tool.excavator_electrum, 琥珀金開掘鏟
thermalfoundation:tool.shield_electrum, 琥珀金盾牌
thermalfoundation:tool.sword_invar, 殷鋼劍
thermalfoundation:tool.shovel_invar, 殷鋼鏟
thermalfoundation:tool.pickaxe_invar, 殷鋼鎬
thermalfoundation:tool.axe_invar, 殷鋼斧
thermalfoundation:tool.hoe_invar, 殷鋼鋤
thermalfoundation:tool.bow_invar, 殷鋼強化弓
thermalfoundation:tool.fishing_rod_invar, 殷鋼釣竿
thermalfoundation:tool.shears_invar, 殷鋼剪刀
thermalfoundation:tool.sickle_invar, 殷鋼鐮刀
thermalfoundation:tool.hammer_invar, 殷鋼錘
thermalfoundation:tool.excavator_invar, 殷鋼開掘鏟
thermalfoundation:tool.shield_invar, 殷鋼盾牌
thermalfoundation:tool.sword_bronze, 青銅劍
thermalfoundation:tool.shovel_bronze, 青銅鏟
thermalfoundation:tool.pickaxe_bronze, 青銅鎬
thermalfoundation:tool.axe_bronze, 青銅斧
thermalfoundation:tool.hoe_bronze, 青銅鋤
thermalfoundation:tool.bow_bronze, 青銅強化弓
thermalfoundation:tool.fishing_rod_bronze, 青銅釣竿
thermalfoundation:tool.shears_bronze, 青銅剪刀
thermalfoundation:tool.sickle_bronze, 青銅鐮刀
thermalfoundation:tool.hammer_bronze, 青銅錘
thermalfoundation:tool.excavator_bronze, 青銅開掘鏟
thermalfoundation:tool.shield_bronze, 青銅盾牌
thermalfoundation:tool.sword_constantan, 康銅劍
thermalfoundation:tool.shovel_constantan, 康銅鏟
thermalfoundation:tool.pickaxe_constantan, 康銅鎬
thermalfoundation:tool.axe_constantan, 康銅斧
thermalfoundation:tool.hoe_constantan, 康銅鋤
thermalfoundation:tool.bow_constantan, 康銅強化弓
thermalfoundation:tool.fishing_rod_constantan, 康銅釣竿
thermalfoundation:tool.shears_constantan, 康銅剪刀
thermalfoundation:tool.sickle_constantan, 康銅鐮刀
